55,'tracyji01','BBWAA Manager of the Year',2009,'NL',NULL,NULL
56,'gardero01','BBWAA Manager of the Year',2010,'AL',NULL,NULL
57,'blackbu02','BBWAA Manager of the Year',2010,'NL',NULL,NULL
58,'maddojo99','BBWAA Manager of the Year',2011,'AL',NULL,NULL
59,'gibsoki01','BBWAA Manager of the Year',2011,'NL',NULL,NULL
60,'melvibo01','BBWAA Manager of the Year',2012,'AL',NULL,NULL
61,'johnsda02','BBWAA Manager of the Year',2012,'NL',NULL,NULL
62,'francte01','BBWAA Manager of the Year',2013,'AL',NULL,NULL
63,'hurdlcl01','BBWAA Manager of the Year',2013,'NL',NULL,NULL
64,'mccarjo99','TSN Manager of the Year',1936,'ML',NULL,NULL
65,'mckecbi01','TSN Manager of the Year',1937,'ML',NULL,NULL
66,'mccarjo99','TSN Manager of the Year',1938,'ML',NULL,NULL
67,'durocle01','TSN Manager of the Year',1939,'ML',NULL,NULL
68,'mckecbi01','TSN Manager of the Year',1940,'ML',NULL,NULL
69,'southbi01','TSN Manager of the Year',1941,'ML',NULL,NULL
70,'southbi01','TSN Manager of the Year',1942,'ML',NULL,NULL
71,'mccarjo99','TSN Manager of the Year',1943,'ML',NULL,NULL
72,'sewellu01','TSN Manager of the Year',1944,'ML',NULL,NULL
73,'bluegos01','TSN Manager of the Year',1945,'ML',NULL,NULL
74,'dyered01','TSN Manager of the Year',1946,'ML',NULL,NULL
75,'harribu01','TSN Manager of the Year',1947,'ML',NULL,NULL
76,'meyerbi01','TSN Manager of the Year',1948,'ML',NULL,NULL
77,'stengca01','TSN Manager of the Year',1949,'ML',NULL,NULL
78,'rolfere01','TSN Manager of the Year',1950,'ML',NULL,NULL
79,'durocle01','TSN Manager of the Year',1951,'ML',NULL,NULL
80,'stanked01','TSN Manager of the Year',1952,'ML',NULL,NULL
81,'stengca01','TSN Manager of the Year',1953,'ML',NULL,NULL
82,'durocle01','TSN Manager of the Year',1954,'ML',NULL,NULL
83,'alstowa01','TSN Manager of the Year',1955,'ML',NULL,NULL
84,'tebbebi01','TSN Manager of the Year',1956,'ML',NULL,NULL
85,'hutchfr01','TSN Manager of the Year',1957,'ML',NULL,NULL
86,'stengca01','TSN Manager of the Year',1958,'ML',NULL,NULL
87,'alstowa01','TSN Manager of the Year',1959,'ML',NULL,NULL
88,'murtada01','TSN Manager of the Year',1960,'ML',NULL,NULL
89,'houkra01','TSN Manager of the Year',1961,'ML',NULL,NULL
90,'rignebi01','TSN Manager of the Year',1962,'ML',NULL,NULL
91,'alstowa01','TSN Manager of the Year',1963,'ML',NULL,NULL
92,'keanejo99','TSN Manager of the Year',1964,'ML',NULL,NULL
93,'melesa01','TSN Manager of the Year',1965,'ML',NULL,NULL
94,'bauerha01','TSN Manager of the Year',1966,'ML',NULL,NULL
95,'willidi02','TSN Manager of the Year',1967,'ML',NULL,NULL
96,'smithma01','TSN Manager of the Year',1968,'ML',NULL,NULL
97,'hodgegi01','TSN Manager of the Year',1969,'ML',NULL,NULL
98,'murtada01','TSN Manager of the Year',1970,'ML',NULL,NULL
99,'foxch01','TSN Manager of the Year',1971,'ML',NULL,NULL
100,'tannech01','TSN Manager of the Year',1972,'ML',NULL,NULL
101,'mauchge01','TSN Manager of the Year',1973,'ML',NULL,NULL
102,'virdobi01','TSN Manager of the Year',1974,'ML',NULL,NULL
103,'johnsda01','TSN Manager of the Year',1975,'ML',NULL,NULL
104,'ozarkda99','TSN Manager of the Year',1976,'ML',NULL,NULL
105,'weaveea99','TSN Manager of the Year',1977,'ML',NULL,NULL
106,'bambege01','TSN Manager of the Year',1978,'ML',NULL,NULL
107,'weaveea99','TSN Manager of the Year',1979,'ML',NULL,NULL
108,'virdobi01','TSN Manager of the Year',1980,'ML',NULL,NULL
109,'martibi02','TSN Manager of the Year',1981,'ML',NULL,NULL
110,'herzowh01','TSN Manager of the Year',1982,'ML',NULL,NULL
111,'larusto01','TSN Manager of the Year',1983,'ML',NULL,NULL
112,'freyji99','TSN Manager of the Year',1984,'ML',NULL,NULL
113,'coxbo01','TSN Manager of the Year',1985,'ML',NULL,NULL
114,'lanieha01','TSN Manager of the Year',1986,'NL',NULL,NULL
115,'mcnamjo99','TSN Manager of the Year',1986,'AL',NULL,NULL
116,'andersp01','TSN Manager of the Year',1987,'AL',NULL,NULL
117,'rodgebu01','TSN Manager of the Year',1987,'NL',NULL,NULL
118,'larusto01','TSN Manager of the Year',1988,'AL',NULL,NULL
119,'leylaji99','TSN Manager of the Year',1988,'NL',NULL,NULL
120,'robinfr02','TSN Manager of the Year',1989,'AL',NULL,NULL
121,'zimmedo01','TSN Manager of the Year',1989,'NL',NULL,NULL
122,'leylaji99','TSN Manager of the Year',1990,'NL',NULL,NULL
123,'torboje01','TSN Manager of the Year',1990,'AL',NULL,NULL
124,'coxbo01','TSN Manager of the Year',1991,'NL',NULL,NULL
125,'kellyto01','TSN Manager of the Year',1991,'AL',NULL,NULL
126,'larusto01','TSN Manager of the Year',1992,'AL',NULL,NULL
127,'leylaji99','TSN Manager of the Year',1992,'NL',NULL,NULL
128,'coxbo01','TSN Manager of the Year',1993,'NL',NULL,NULL
129,'oatesjo01','TSN Manager of the Year',1993,'AL',NULL,NULL
130,'aloufe01','TSN Manager of the Year',1994,'NL',NULL,NULL
131,'showabu99','TSN Manager of the Year',1994,'AL',NULL,NULL
132,'baylodo01','TSN Manager of the Year',1995,'NL',NULL,NULL
133,'hargrmi01','TSN Manager of the Year',1995,'AL',NULL,NULL
134,'bochybr01','TSN Manager of the Year',1996,'NL',NULL,NULL
135,'oatesjo01','TSN Manager of the Year',1996,'AL',NULL,NULL
136,'bakerdu01','TSN Manager of the Year',1997,'NL',NULL,NULL
137,'johnsda02','TSN Manager of the Year',1997,'AL',NULL,NULL
138,'bochybr01','TSN Manager of the Year',1998,'NL',NULL,NULL
139,'torrejo01','TSN Manager of the Year',1998,'AL',NULL,NULL
140,'coxbo01','TSN Manager of the Year',1999,'NL',NULL,NULL
141,'williji03','TSN Manager of the Year',1999,'AL',NULL,NULL
142,'bakerdu01','TSN Manager of the Year',2000,'NL',NULL,NULL
143,'manueje01','TSN Manager of the Year',2000,'AL',NULL,NULL
144,'bowala01','TSN Manager of the Year',2001,'NL',NULL,NULL
145,'pinielo01','TSN Manager of the Year',2001,'AL',NULL,NULL
146,'coxbo01','TSN Manager of the Year',2002,'NL',NULL,NULL
147,'sciosmi01','TSN Manager of the Year',2002,'AL',NULL,NULL
148,'coxbo01','TSN Manager of the Year',2003,'NL',NULL,NULL
149,'penato01','TSN Manager of the Year',2003,'AL',NULL,NULL
150,'coxbo01','TSN Manager of the Year',2004,'NL',NULL,NULL
151,'gardero01','TSN Manager of the Year',2004,'AL',NULL,NULL
152,'coxbo01','TSN Manager of the Year',2005,'NL',NULL,NULL
153,'guilloz01','TSN Manager of the Year',2005,'AL',NULL,NULL
154,'girarjo01','TSN Manager of the Year',2006,'NL',NULL,NULL
155,'leylaji99','TSN Manager of the Year',2006,'AL',NULL,NULL
156,'melvibo01','TSN Manager of the Year',2007,'NL',NULL,NULL
157,'wedgeer01','TSN Manager of the Year',2007,'AL',NULL,NULL
158,'maddojo99','TSN Manager of the Year',2008,'AL',NULL,NULL
159,'gonzafr99','TSN Manager of the Year',2008,'NL',NULL,NULL
160,'sciosmi01','TSN Manager of the Year',2009,'AL',NULL,NULL
161,'tracyji01','TSN Manager of the Year',2009,'NL',NULL,NULL
162,'gardero01','TSN Manager of the Year',2010,'AL',NULL,NULL
163,'blackbu02','TSN Manager of the Year',2010,'NL',NULL,NULL
164,'maddojo99','TSN Manager of the Year',2011,'AL',NULL,NULL
165,'gibsoki01','TSN Manager of the Year',2011,'NL',NULL,NULL
166,'showabu99','TSN Manager of the Year',2012,'AL',NULL,NULL
167,'johnsda02','TSN Manager of the Year',2012,'NL',NULL,NULL
168,'farrejo03','TSN Manager of the Year',2013,'AL',NULL,NULL
169,'hurdlcl01','TSN Manager of the Year',2013,'NL',NULL,NULL
170,'showabu99','TSN Manager of the Year',2014,'AL',NULL,NULL
171,'willima04','TSN Manager of the Year',2014,'NL',NULL,NULL
172,'molitpa01','TSN Manager of the Year',2015,'AL',NULL,NULL
173,'collite99','TSN Manager of the Year',2015,'NL',NULL,NULL
174,'showabu99','BBWAA Manager of the Year',2014,'AL',NULL,NULL
175,'willima04','BBWAA Manager of the Year',2014,'NL',NULL,NULL
176,'banisje01','BBWAA Manager of the Year',2015,'AL',NULL,NULL
177,'maddojo99','BBWAA Manager of the Year',2015,'NL',NULL,NULL
178,'francte01','BBWAA Manager of the Year',2016,'AL',NULL,'	'
179,'roberda07','BBWAA Manager of the Year',2016,'NL',NULL,NULL
